Name,Team,Rec,Yds,Tgt,Avg,TD,FstDn,Pct,Lng,Fum,FumL,Season,Wk
"Fleener, Coby",IND,4,49,7,12.3,1,4,100,23,0,0,2014,103
"Hill, Josh",NO,2,48,2,24,1,2,100,34,0,0,2014,103
"LaFell, Brandon",NE,4,46,8,11.5,0,2,50,15,0,0,2014,103
"Donnell, Larry",NYG,6,45,6,7.5,0,2,33.3,18,1,1,2014,103
"Gronkowski, Rob",NE,3,44,6,14.7,1,3,100,22,0,0,2014,103
"Sanu, Mohamed",CIN,5,44,8,8.8,0,3,60,14,0,0,2014,103
"Wright, Kendall",TEN,5,44,10,8.8,0,1,20,28,0,0,2014,103
"Jones, James",OAK,3,43,5,14.3,0,2,66.7,18,0,0,2014,103
"Forte, Matt",CHI,6,43,7,7.2,0,2,33.3,19,0,0,2014,103
"Quarless, Andrew",GB,4,43,5,10.8,1,3,75,18,0,0,2014,103
"Benjamin, Travis",CLE,1,43,1,43,0,1,100,43,0,0,2014,103
"Allen, Dwayne",IND,4,43,6,10.8,1,3,75,22,0,0,2014,103
"Royal, Eddie",SD,4,42,6,10.5,2,3,75,23,0,0,2014,103
"Harvin, Percy",SEA,7,42,9,6,0,4,57.1,11,0,0,2014,103
"Graham, Garrett",HOU,5,41,6,8.2,0,2,40,11,0,0,2014,103
"Lynch, Marshawn",SEA,3,40,5,13.3,1,3,100,21,0,0,2014,103
"Lockette, Ricardo",SEA,1,39,1,39,1,1,100,39,0,0,2014,103
"Bush, Reggie",DET,6,38,8,6.3,0,3,50,15,0,0,2014,103
"Roberts, Andre",WSH,4,38,6,9.5,0,4,100,13,0,0,2014,103
"Stills, Kenny",NO,4,38,5,9.5,0,3,75,15,0,0,2014,103
"Spiller, C.J.",BUF,3,37,3,12.3,0,1,33.3,25,0,0,2014,103
"Hunter, Justin",TEN,3,37,7,12.3,0,1,33.3,19,0,0,2014,103
"Boldin, Anquan",SF,6,36,6,6,0,2,33.3,7,0,0,2014,103
"Asiata, Matt",MIN,3,36,6,12,0,1,33.3,41,0,0,2014,103
"Kelce, Travis",KC,3,36,4,12,1,2,66.7,20,0,0,2014,103
"Shorts III, Cecil",JAX,5,35,10,7,1,3,60,10,0,0,2014,103
"DiMarco, Patrick",ATL,3,35,3,11.7,0,2,66.7,16,0,0,2014,103
"Wheaton, Markus",PIT,4,35,5,8.8,0,2,50,15,0,0,2014,103
"Fitzgerald, Larry",ARZ,3,34,7,11.3,0,1,33.3,24,1,1,2014,103
"Cooper, Riley",PHI,4,34,7,8.5,0,1,25,21,0,0,2014,103
"Carlson, John",ARZ,3,33,3,11,0,2,66.7,15,0,0,2014,103
"Myers, Brandon",TB,5,33,5,6.6,0,0,0,9,0,0,2014,103
"Parker, Preston",NYG,3,33,4,11,0,2,66.7,13,0,0,2014,103
"Bowe, Dwayne",KC,3,32,5,10.7,0,2,66.7,16,0,0,2014,103
"Streater, Rod",OAK,3,32,3,10.7,0,3,100,14,0,0,2014,103
"Williams, Terrance",DAL,2,32,3,16,1,2,100,20,0,0,2014,103
"Thomas, Demaryius",DEN,4,31,9,7.8,0,2,50,12,0,0,2014,103
"Gerhart, Toby",JAX,2,31,2,15.5,0,2,100,26,0,0,2014,103
"Murray, DeMarco",DAL,4,31,4,7.8,0,1,25,11,1,1,2014,103
"Grimes, Jonathan",HOU,1,31,1,31,0,1,100,31,0,0,2014,103
"Sproles, Darren",PHI,3,30,4,10,0,1,33.3,22,0,0,2014,103
"Cobb, Randall",GB,3,29,6,9.7,0,2,66.7,13,0,0,2014,103
"Kendricks, Lance",STL,6,29,7,4.8,1,2,33.3,10,0,0,2014,103
"Holmes, Andre",OAK,1,29,2,29,0,1,100,29,0,0,2014,103
"Bersin, Brenton",CAR,1,29,1,29,0,1,100,29,0,0,2014,103
"Pettis, Austin",STL,3,28,4,9.3,1,2,66.7,13,0,0,2014,103
"Brown, Donald",SD,5,27,6,5.4,0,1,20,13,0,0,2014,103
"Rudolph, Kyle",MIN,3,27,5,9,0,1,33.3,10,0,0,2014,103
"Randle, Rueben",NYG,5,27,10,5.4,0,1,20,9,0,0,2014,103
"Stevens, Craig",TEN,2,26,2,13,0,1,50,20,0,0,2014,103
"Ta'ufo'ou, Will",JAX,1,26,1,26,0,1,100,26,0,0,2014,103
"Hester, Devin",ATL,1,25,1,25,0,1,100,25,0,0,2014,103
"Colston, Marques",NO,2,25,5,12.5,1,2,100,18,0,0,2014,103
"Hartline, Brian",MIA,3,25,7,8.3,1,3,100,15,0,0,2014,103
"Smith, Torrey",BAL,2,25,8,12.5,0,1,50,18,0,0,2014,103
"Toilolo, Levine",ATL,2,25,2,12.5,0,1,50,13,1,1,2014,103
"Johnson, Andre",HOU,4,24,11,6,0,1,25,11,0,0,2014,103
"Miller, Lamar",MIA,4,24,5,6,0,1,25,15,0,0,2014,103
"Landry, Jarvis",MIA,3,24,7,8,0,2,66.7,16,0,0,2014,103
"Fasano, Anthony",KC,2,23,2,11.5,0,2,100,13,0,0,2014,103
"Meachem, Robert",NO,1,23,1,23,0,1,100,23,0,0,2014,103
"Cameron, Jordan",CLE,1,23,3,23,0,1,100,23,0,0,2014,103
"Moore, Denarius",OAK,3,23,7,7.7,0,1,33.3,11,0,0,2014,103
"Richardson, Trent",IND,3,23,4,7.7,0,1,33.3,15,0,0,2014,103
"Carrier, Derek",SF,1,23,2,23,0,1,100,23,0,0,2014,103
"Tamme, Jacob",DEN,2,22,3,11,1,1,50,26,0,0,2014,103
"Fells, Daniel",NYG,2,22,2,11,1,2,100,13,0,0,2014,103
"Walters, Bryan",SEA,2,22,5,11,0,1,50,11,0,0,2014,103
"Kearse, Jermaine",SEA,2,22,2,11,0,2,100,12,0,0,2014,103
"Thomas, Pierre",NO,3,21,3,7,0,1,33.3,13,0,0,2014,103
"Clay, Charles",MIA,3,21,4,7,0,1,33.3,8,0,0,2014,103
"Thomas, Daniel",MIA,1,21,2,21,0,1,100,21,0,0,2014,103
"Tolbert, Mike",CAR,3,20,3,6.7,0,1,33.3,13,0,0,2014,103
"Ross, Jeremy",DET,3,20,3,6.7,0,0,0,8,0,0,2014,103
"Wright, Tim",NE,1,20,1,20,0,1,100,20,0,0,2014,103
"Stewart, Jonathan",CAR,3,19,3,6.3,0,1,33.3,14,0,0,2014,103
"Reece, Marcel",OAK,3,19,7,6.3,0,1,33.3,12,0,0,2014,103
"Casey, James",PHI,1,19,1,19,0,1,100,19,0,0,2014,103
"Decker, Eric",NYJ,1,19,1,19,0,1,100,19,0,0,2014,103
"Woods, Robert",BUF,3,19,8,6.3,0,1,33.3,15,0,0,2014,103
"Watkins, Sammy",BUF,2,19,8,9.5,0,1,50,16,0,0,2014,103
"Bradshaw, Ahmad",IND,2,18,3,9,1,2,100,12,0,0,2014,103
"Cumberland, Jeff",NYJ,3,18,6,6,0,1,33.3,11,0,0,2014,103
"Dalton, Andy",CIN,1,18,1,18,1,1,100,18,0,0,2014,103
"Hemingway, Junior",KC,2,18,2,9,0,2,100,12,0,0,2014,103
"Thomas, Julius",DEN,3,17,4,5.7,1,2,66.7,9,0,0,2014,103
"Vereen, Shane",NE,4,17,6,4.3,0,2,50,12,0,0,2014,103
"Wilson, Russell",SEA,1,17,1,17,0,1,100,17,0,0,2014,103
"Allen, Keenan",SD,2,17,2,8.5,0,1,50,11,0,0,2014,103
"Martin, Keshawn",HOU,1,16,2,16,0,1,100,16,0,0,2014,103
"Thompkins, Kenbrell",NE,1,16,1,16,0,1,100,16,0,0,2014,103
"Jackson, Vincent",TB,2,15,9,7.5,1,2,100,12,0,0,2014,103
"Nelson, David",NYJ,3,15,7,5,0,1,33.3,8,2,0,2014,103
"McCluster, Dexter",TEN,2,15,2,7.5,0,1,50,13,0,0,2014,103
"Stocker, Luke",TB,2,15,2,7.5,0,1,50,11,0,0,2014,103
"Maehl, Jeff",PHI,1,15,1,15,0,0,0,15,0,0,2014,103
"Sudfeld, Zach",NYJ,1,15,1,15,0,1,100,15,0,0,2014,103
"Brown, Marlon",BAL,1,15,1,15,0,1,100,15,0,0,2014,103
"Douglas, Harry",ATL,2,14,2,7,1,2,100,11,0,0,2014,103
"Brown, Mike",JAX,1,14,1,14,0,0,0,14,1,1,2014,103
"Ertz, Zach",PHI,2,14,3,7,0,1,50,10,0,0,2014,103
"Coleman, Derrick",SEA,1,14,1,14,0,1,100,14,0,0,2014,103
"Matthews, Rishard",MIA,1,13,1,13,0,1,100,13,0,0,2014,103
"Ellington, Andre",ARZ,3,13,4,4.3,0,0,0,7,0,0,2014,103
"Avant, Jason",CAR,2,12,6,6,0,0,0,8,0,0,2014,103
"Miller, Zach",SEA,2,12,2,6,0,0,0,8,0,0,2014,103
"Avery, Donnie",KC,2,12,3,6,0,1,50,9,0,0,2014,103
"Pitta, Dennis",BAL,3,12,3,4,0,1,33.3,9,0,0,2014,103
"Roby, Courtney",ATL,1,11,2,11,0,1,100,11,0,0,2014,103
"Williams, Mike",BUF,2,11,4,5.5,0,0,0,6,0,0,2014,103
"Boykin, Jarrett",GB,1,11,4,11,0,1,100,11,0,0,2014,103
"Rivera, Mychal",OAK,2,11,4,5.5,0,1,50,8,0,0,2014,103
"Adams, Davante",GB,2,11,3,5.5,0,0,0,9,0,0,2014,103
"Watson, Benjamin",NO,1,10,1,10,0,1,100,10,0,0,2014,103
"Green, Virgil",DEN,1,10,1,10,0,1,100,10,0,0,2014,103
"Doyle, Jack",IND,3,10,3,3.3,0,0,0,6,0,0,2014,103
"Bell, Le'Veon",PIT,2,10,4,5,0,0,0,12,0,0,2014,103
"Brown, Justin",PIT,2,10,4,5,0,0,0,6,0,0,2014,103
"Blue, Alfred",HOU,1,10,1,10,0,1,100,10,0,0,2014,103
"Holmes, Santonio",CHI,2,9,3,4.5,0,0,0,6,0,0,2014,103
"Beasley, Cole",DAL,1,9,2,9,0,0,0,9,0,0,2014,103
"Lacy, Eddie",GB,1,9,1,9,0,0,0,9,0,0,2014,103
"Sankey, Bishop",TEN,1,9,1,9,0,0,0,9,0,0,2014,103
"McKinnon, Jerick",MIN,2,9,5,4.5,0,1,50,7,0,0,2014,103
"Gates, Antonio",SD,1,8,1,8,0,1,100,8,0,0,2014,103
"Daniels, Owen",BAL,1,8,1,8,0,0,0,8,0,0,2014,103
"Ginn Jr., Ted",ARZ,1,8,3,8,0,1,100,8,0,0,2014,103
"Rosario, Dante",CHI,1,8,1,8,0,0,0,8,0,0,2014,103
"Jensen, Marcel",JAX,1,8,1,8,0,0,0,8,0,0,2014,103
"Paulsen, Logan",WSH,2,7,2,3.5,0,0,0,4,0,0,2014,103
"Ridley, Stevan",NE,1,7,1,7,0,0,0,7,0,0,2014,103
"Hillman, Ronnie",DEN,1,7,3,7,0,0,0,7,0,0,2014,103
"Bernard, Giovani",CIN,1,7,3,7,0,0,0,7,0,0,2014,103
"Escobar, Gavin",DAL,1,7,1,7,0,1,100,7,0,0,2014,103
"Leonhardt, Brian",OAK,1,7,1,7,0,0,0,7,0,0,2014,103
"Richardson, Paul",SEA,1,7,1,7,0,0,0,7,0,0,2014,103
"Freeman, Devonta",ATL,1,7,1,7,0,0,0,7,0,0,2014,103
"Marshall, Brandon",CHI,1,6,6,6,0,0,0,6,0,0,2014,103
"McFadden, Darren",OAK,4,6,4,1.5,0,0,0,9,0,0,2014,103
"Powell, Bilal",NYJ,2,6,3,3,0,0,0,5,0,0,2014,103
"Ball, Montee",DEN,2,6,3,3,0,0,0,4,0,0,2014,103
"Hewitt, Ryan",CIN,1,6,1,6,0,0,0,6,0,0,2014,103
"Lloyd, Brandon",SF,1,5,4,5,0,0,0,5,0,0,2014,103
"Brown, Ronnie",HOU,1,5,1,5,0,0,0,5,0,0,2014,103
"Tate, Brandon",CIN,1,5,1,5,0,0,0,5,0,0,2014,103
"Gresham, Jermaine",CIN,1,5,1,5,0,0,0,5,0,0,2014,103
"Givens, Chris",STL,1,5,3,5,0,0,0,5,0,0,2014,103
"Cunningham, Benny",STL,1,5,2,5,0,1,100,5,0,0,2014,103
"West, Terrance",CLE,2,5,2,2.5,0,0,0,6,0,0,2014,103
"Herron, Robert",TB,1,5,3,5,0,0,0,5,0,0,2014,103
"Young, Darrel",WSH,1,4,2,4,1,1,100,4,0,0,2014,103
"Olawale, Jamize",OAK,1,4,1,4,0,0,0,4,0,0,2014,103
"Turbin, Robert",SEA,1,4,1,4,0,0,0,4,0,0,2014,103
"Gibson, Brandon",MIA,1,3,4,3,0,0,0,3,0,0,2014,103
"Rodgers, Jacquizz",ATL,1,3,1,3,0,0,0,3,0,0,2014,103
"Fauria, Joseph",DET,1,3,2,3,0,0,0,3,0,0,2014,103
"Forsett, Justin",BAL,4,2,5,0.5,0,0,0,6,0,0,2014,103
"Sherman, Anthony",KC,1,1,1,1,0,0,0,1,0,0,2014,103
"Anderson, C.J.",DEN,1,1,1,1,0,0,0,1,0,0,2014,103
"Washington, Nate",TEN,0,0,3,-,0,0,,0,0,0,2014,103
"Celek, Brent",PHI,0,0,4,-,0,0,,0,0,0,2014,103
"Jones, Jacoby",BAL,0,0,1,-,0,0,,0,0,0,2014,103
"Johnson, Chris",NYJ,0,0,2,-,0,0,,0,0,0,2014,103
"Pettigrew, Brandon",DET,0,0,1,-,0,0,,0,0,0,2014,103
"Amendola, Danny",NE,0,0,1,-,0,0,,0,0,0,2014,103
"McCoy, LeSean",PHI,0,0,2,-,0,0,,0,0,0,2014,103
"Starks, James",GB,0,0,1,-,0,0,,0,0,0,2014,103
"Shuler, Mickey",JAX,0,0,1,-,0,0,,0,0,0,2014,103
"Dunbar, Lance",DAL,0,0,1,-,0,0,,0,0,0,2014,103
"Thompson, Taylor",TEN,0,0,1,-,0,0,,0,0,0,2014,103
"Ellison, Rhett",MIN,0,0,2,-,0,0,,0,0,0,2014,103
"Johnson, Will",PIT,0,0,1,-,0,0,,0,0,0,2014,103
"Todman, Jordan",JAX,0,0,1,-,0,0,,0,0,0,2014,103
"Goodwin, Marquise",BUF,0,0,1,-,0,0,,0,0,0,2014,103
"Davis, Knile",KC,0,0,1,-,0,0,,0,0,0,2014,103
"Sims, Dion",MIA,0,0,1,-,0,0,,0,0,0,2014,103
"Brown, Jaron",ARZ,0,0,1,-,0,0,,0,0,0,2014,103
"Robinson, Denard",JAX,0,0,1,-,0,0,,0,0,0,2014,103
"Fells, Darren",ARZ,0,0,1,-,0,0,,0,0,0,2014,103
"Ebron, Eric",DET,0,0,1,-,0,0,,0,0,0,2014,103
"Ellington, Bruce",SF,0,0,1,-,0,0,,0,0,0,2014,103
"Grant, Ryan",WSH,0,0,1,-,0,0,,0,0,0,2014,103
"Prosch, Jay",HOU,0,0,1,-,0,0,,0,0,0,2014,103
"Wright, James",CIN,0,0,1,-,0,0,,0,0,0,2014,103
"Reaves, Darrin",CAR,0,0,1,-,0,0,,0,0,0,2014,103
"Hyde, Carlos",SF,2,-2,2,-1,0,0,0,1,0,0,2014,103
"Brock, Kevin",CIN,1,-3,1,-3,0,0,0,-3,0,0,2014,103
"James, Mike",TB,1,-5,1,-5,0,0,0,-5,0,0,2014,103
"Smith Sr., Steve",BAL,7,139,10,19.9,2,6,85.7,61,0,0,2014,104
"Allen, Keenan",SD,10,135,12,13.5,0,9,90,24,0,0,2014,104
"Bennett, Martellus",CHI,9,134,11,14.9,0,6,66.7,27,0,0,2014,104
"Wright, Jarius",MIN,8,132,10,16.5,0,6,75,52,0,0,2014,104
"Brown, Antonio",PIT,7,131,11,18.7,2,6,85.7,27,0,0,2014,104
"Wayne, Reggie",IND,7,119,8,17,1,7,100,28,0,0,2014,104
"LaFell, Brandon",NE,6,119,10,19.8,1,5,83.3,44,0,0,2014,104
"Tate, Golden",DET,8,116,10,14.5,0,5,62.5,35,0,0,2014,104
"Cobb, Randall",GB,7,113,9,16.1,2,5,71.4,46,0,0,2014,104
"Nelson, Jordy",GB,10,108,12,10.8,2,8,80,23,0,0,2014,104
"Cruz, Victor",NYG,6,108,10,18,0,4,66.7,36,0,0,2014,104
"Royal, Eddie",SD,5,105,7,21,2,3,60,47,0,0,2014,104
"Hilton, T.Y.",IND,6,105,10,17.5,0,6,100,37,0,0,2014,104
"Murphy Jr., Louis",TB,6,99,11,16.5,0,4,66.7,41,0,0,2014,104
"Kelce, Travis",KC,8,93,9,11.6,1,6,75,33,0,0,2014,104
"Randle, Rueben",NYG,8,89,10,11.1,0,4,50,27,0,0,2014,104
"Graham, Jimmy",NO,8,86,11,10.8,1,4,50,17,1,1,2014,104
"Miller, Heath",PIT,10,85,11,8.5,1,6,60,19,0,0,2014,104
"Walker, Delanie",TEN,5,84,7,16.8,1,4,80,31,0,0,2014,104
"Williams, Mike",BUF,2,84,6,42,1,1,50,80,0,0,2014,104
"Jones, James",OAK,6,83,6,13.8,0,3,50,30,0,0,2014,104
"Jones, Julio",ATL,6,82,8,13.7,0,5,83.3,21,0,0,2014,104
"Bowe, Dwayne",KC,5,81,6,16.2,0,4,80,33,0,0,2014,104
"Cotchery, Jerricho",CAR,5,80,7,16,0,4,80,30,0,0,2014,104
"Helu Jr., Roy",WSH,5,78,5,15.6,0,2,40,36,0,0,2014,104
"Williams, Terrance",DAL,6,77,7,12.8,2,5,83.3,23,0,0,2014,104
"Benjamin, Kelvin",CAR,5,76,9,15.2,1,5,100,28,0,0,2014,104
"Hartline, Brian",MIA,6,74,7,12.3,0,4,66.7,35,0,0,2014,104
"Holmes, Andre",OAK,5,74,12,14.8,1,4,80,22,0,0,2014,104
"White, Roddy",ATL,4,73,14,18.3,1,4,100,24,0,0,2014,104
"Jennings, Greg",MIN,3,72,4,24,0,3,100,29,0,0,2014,104
"Johnson, Andre",HOU,6,71,7,11.8,0,4,66.7,25,1,1,2014,104
"Hester, Devin",ATL,5,70,7,14,1,2,40,36,0,0,2014,104
"Harbor, Clay",JAX,8,70,8,8.8,0,3,37.5,30,0,0,2014,104
"Hurns, Allen",JAX,5,68,6,13.6,0,1,20,44,0,0,2014,104
"Ross, Jeremy",DET,2,65,2,32.5,1,1,50,59,0,0,2014,104
"Evans, Mike",TB,4,65,7,16.3,1,3,75,40,0,0,2014,104
"Hopkins, DeAndre",HOU,5,64,6,12.8,1,1,20,35,0,0,2014,104
"Boldin, Anquan",SF,5,62,7,12.4,0,4,80,23,0,0,2014,104
"Stills, Kenny",NO,2,62,3,31,0,2,100,46,0,0,2014,104
"Witten, Jason",DAL,5,61,5,12.2,0,4,80,16,0,0,2014,104
"Salas, Greg",NYJ,2,60,4,30,0,2,100,32,0,0,2014,104
"Paul, Niles",WSH,3,60,4,20,0,3,100,28,0,0,2014,104
"Cadet, Travaris",NO,6,59,6,9.8,0,2,33.3,31,1,1,2014,104
"Amaro, Jace",NYJ,5,58,5,11.6,0,2,40,21,0,0,2014,104
"Maclin, Jeremy",PHI,4,57,15,14.3,0,3,75,22,0,0,2014,104
"Wheaton, Markus",PIT,4,57,6,14.3,0,3,75,31,0,0,2014,104
"Gore, Frank",SF,1,55,2,55,1,1,100,55,0,0,2014,104
"Foster, Arian",HOU,7,55,10,7.9,0,4,57.1,17,0,0,2014,104
"Wright, Kendall",TEN,5,55,8,11,0,2,40,18,1,1,2014,104
"Cooper, Riley",PHI,6,54,8,9,0,0,0,12,1,1,2014,104
"Donnell, Larry",NYG,7,54,8,7.7,3,6,85.7,14,0,0,2014,104
"Smith, Torrey",BAL,2,53,3,26.5,1,2,100,29,0,0,2014,104
"Jackson, Fred",BUF,6,52,7,8.7,0,4,66.7,14,0,0,2014,104
"Richardson, Trent",IND,4,52,5,13,0,2,50,24,0,0,2014,104
"Rodgers, Richard",GB,2,52,2,26,0,1,50,43,0,0,2014,104
"Colston, Marques",NO,5,50,10,10,0,3,60,22,0,0,2014,104
"Forte, Matt",CHI,5,49,6,9.8,0,3,60,25,0,0,2014,104
"Decker, Eric",NYJ,4,48,10,12,1,3,75,18,0,0,2014,104
"Avery, Donnie",KC,2,46,2,23,0,2,100,27,0,0,2014,104
"Bell, Le'Veon",PIT,6,46,7,7.7,0,3,50,17,0,0,2014,104
"Bryant, Dez",DAL,3,44,6,14.7,1,2,66.7,18,0,0,2014,104
"Seferian-Jenkins, Austin",TB,3,44,7,14.7,0,1,33.3,21,0,0,2014,104
"Daniels, Owen",BAL,4,43,6,10.8,0,3,75,14,0,0,2014,104
"Crabtree, Michael",SF,5,43,8,8.6,0,1,20,25,0,0,2014,104
"Ertz, Zach",PHI,4,43,6,10.8,0,3,75,14,1,1,2014,104
"Vereen, Shane",NE,5,41,5,8.2,0,1,20,28,0,0,2014,104
"Floyd, Malcom",SD,3,39,4,13,1,1,33.3,24,0,0,2014,104
"Jeffery, Alshon",CHI,4,39,7,9.8,1,2,50,13,0,0,2014,104
"Allen, Dwayne",IND,3,38,3,12.7,1,2,66.7,17,0,0,2014,104
"Patterson, Cordarrelle",MIN,2,38,4,19,0,2,100,22,0,0,2014,104
"Landry, Jarvis",MIA,4,38,4,9.5,0,2,50,18,0,0,2014,104
"Robinson, Allen",JAX,5,38,7,7.6,0,3,60,14,0,0,2014,104
"Dunbar, Lance",DAL,2,36,3,18,0,2,100,24,0,0,2014,104
"Brown, Donald",SD,4,35,6,8.8,0,1,25,21,0,0,2014,104
"Wallace, Mike",MIA,3,35,4,11.7,1,2,66.7,16,0,0,2014,104
"Rodgers, Jacquizz",ATL,4,35,4,8.8,0,2,50,12,0,0,2014,104
"Brown, Philly",CAR,2,35,4,17.5,0,2,100,18,0,0,2014,104
"Ebron, Eric",DET,3,34,4,11.3,1,2,66.7,16,0,0,2014,104
"Oliver, Branden",SD,4,33,4,8.3,0,1,25,11,0,0,2014,104
"Jackson, Vincent",TB,3,32,10,10.7,1,2,66.7,18,0,0,2014,104
"McFadden, Darren",OAK,4,32,5,8,0,3,75,16,0,0,2014,104
"Clay, Charles",MIA,2,32,4,16,0,2,100,17,0,0,2014,104
"Forsett, Justin",BAL,3,31,4,10.3,0,1,33.3,17,0,0,2014,104
"Gronkowski, Rob",NE,2,31,3,15.5,1,2,100,18,0,0,2014,104
"Brown, Marlon",BAL,3,31,3,10.3,0,2,66.7,15,0,0,2014,104
"Cooks, Brandin",NO,5,31,6,6.2,0,1,20,12,0,0,2014,104
"Gates, Antonio",SD,3,30,5,10,0,1,33.3,17,0,0,2014,104
"Olsen, Greg",CAR,2,30,5,15,0,2,100,17,0,0,2014,104
"Butler, Brice",OAK,2,30,3,15,0,2,100,15,0,0,2014,104
"Shepard, Russell",TB,2,30,2,15,0,1,50,22,0,0,2014,104
"Watkins, Sammy",BUF,4,30,9,7.5,1,3,75,10,0,0,2014,104
"Parker, Preston",NYG,3,29,5,9.7,0,2,66.7,12,0,0,2014,104
"Lloyd, Brandon",SF,2,28,5,14,0,1,50,23,0,0,2014,104
"Garcon, Pierre",WSH,2,28,6,14,0,2,100,17,0,0,2014,104
"Paulsen, Logan",WSH,3,28,3,9.3,0,1,33.3,13,1,1,2014,104
"Graham, Garrett",HOU,3,28,5,9.3,0,1,33.3,12,0,0,2014,104
"Matthews, Jordan",PHI,4,28,7,7,0,3,75,11,0,0,2014,104
"Matthews, Rishard",MIA,2,27,2,13.5,0,2,100,23,0,0,2014,104
"Morris, Alfred",WSH,3,27,3,9,0,1,33.3,26,0,0,2014,104
"Gibson, Brandon",MIA,2,26,4,13,0,1,50,17,0,0,2014,104
"Fleener, Coby",IND,2,26,3,13,1,2,100,24,0,0,2014,104
"Thomas, Daniel",MIA,1,25,2,25,0,1,100,25,0,0,2014,104
"Shorts III, Cecil",JAX,2,25,4,12.5,0,2,100,13,0,0,2014,104
"Avant, Jason",CAR,2,24,3,12,0,2,100,15,0,0,2014,104
"Morgan, Josh",CHI,3,24,4,8,0,1,33.3,9,0,0,2014,104
"Spiller, C.J.",BUF,3,24,3,8,0,2,66.7,12,0,0,2014,104
"Prosch, Jay",HOU,1,24,2,24,0,1,100,24,0,0,2014,104
"Edelman, Julian",NE,4,23,8,5.8,0,1,25,7,0,0,2014,104
"Sankey, Bishop",TEN,2,23,2,11.5,0,2,100,13,0,0,2014,104
"Aiken, Kamar",BAL,1,22,1,22,0,1,100,22,0,0,2014,104
"Brown, Vincent",OAK,3,22,4,7.3,0,1,33.3,14,0,0,2014,104
"Asiata, Matt",MIN,3,22,4,7.3,0,0,0,12,0,0,2014,104
"Broyles, Ryan",DET,1,21,2,21,0,1,100,21,0,0,2014,104
"Washington, Nate",TEN,1,20,4,20,0,1,100,20,0,0,2014,104
"Bradshaw, Ahmad",IND,2,20,2,10,1,1,50,15,0,0,2014,104
"Todman, Jordan",JAX,2,20,2,10,0,1,50,16,0,0,2014,104
"Marshall, Brandon",CHI,2,19,6,9.5,1,2,100,13,0,0,2014,104
"Bush, Reggie",DET,4,19,6,4.8,0,1,25,10,0,0,2014,104
"Pettigrew, Brandon",DET,2,19,2,9.5,0,1,50,11,0,0,2014,104
"Ellison, Rhett",MIN,1,19,1,19,0,1,100,19,0,0,2014,104
"Roberts, Andre",WSH,1,18,5,18,1,1,100,18,0,0,2014,104
"Harris, Dwayne",DAL,2,18,2,9,0,0,0,10,0,0,2014,104
"Sims, Dion",MIA,1,18,2,18,1,1,100,18,0,0,2014,104
"Robinson, Khiry",NO,2,18,3,9,0,1,50,12,0,0,2014,104
"Adams, Davante",GB,2,18,3,9,0,1,50,15,0,0,2014,104
"Johnson, Chris",NYJ,2,17,2,8.5,0,1,50,10,0,0,2014,104
"Woods, Robert",BUF,3,17,12,5.7,0,1,33.3,13,0,0,2014,104
"Ford, Chase",MIN,1,17,4,17,0,1,100,17,0,0,2014,104
"McKinnon, Jerick",MIN,1,17,3,17,0,1,100,17,0,0,2014,104
"Charles, Jamaal",KC,3,16,3,5.3,2,2,66.7,8,0,0,2014,104
"Ivory, Chris",NYJ,2,16,6,8,0,0,0,8,0,0,2014,104
"Martin, Doug",TB,2,16,2,8,0,0,0,9,0,0,2014,104
"Rainey, Bobby",TB,1,16,2,16,0,0,0,16,0,0,2014,104
"Blue, Alfred",HOU,2,16,3,8,0,1,50,13,0,0,2014,104
"Thomas, Pierre",NO,2,15,2,7.5,0,0,0,9,0,0,2014,104
"Chandler, Scott",BUF,2,15,5,7.5,0,1,50,11,0,0,2014,104
"Robinson, Adrien",NYG,1,15,1,15,0,1,100,15,0,0,2014,104
"White, James",NE,3,15,3,5,0,1,33.3,11,0,0,2014,104
"Ausberry, David",OAK,2,14,4,7,0,0,0,7,0,0,2014,104
"Beasley, Cole",DAL,2,14,2,7,0,1,50,10,0,0,2014,104
"Moncrief, Donte",IND,2,14,2,7,0,1,50,10,0,0,2014,104
"Jackson, Steven",ATL,2,13,2,6.5,0,1,50,7,0,0,2014,104
"Moore, Lance",PIT,1,12,1,12,0,0,0,12,0,0,2014,104
"Johnson, Calvin",DET,2,12,2,6,0,1,50,6,0,0,2014,104
"Johnson, Stevie",SF,1,12,2,12,1,1,100,12,0,0,2014,104
"Nicks, Hakeem",IND,2,12,6,6,0,0,0,8,0,0,2014,104
"Brown, Mike",JAX,1,12,3,12,0,1,100,12,0,0,2014,104
"Toilolo, Levine",ATL,1,12,2,12,0,1,100,12,0,0,2014,104
"Hunter, Justin",TEN,1,12,5,12,0,0,0,12,0,0,2014,104
"Davis, Knile",KC,1,12,2,12,0,1,100,12,0,0,2014,104
"Hill, Josh",NO,1,12,1,12,1,1,100,12,0,0,2014,104
"Bersin, Brenton",CAR,1,12,1,12,0,1,100,12,0,0,2014,104
"Freeman, Devonta",ATL,2,12,2,6,0,0,0,6,0,0,2014,104
"Smith, Brad",PHI,1,11,1,11,0,1,100,11,0,0,2014,104
"Lacy, Eddie",GB,1,11,2,11,0,1,100,11,0,0,2014,104
"Reaves, Darrin",CAR,3,11,5,3.7,0,0,0,10,0,0,2014,104
