Name,Team,Rec,Yds,Tgt,Avg,TD,FstDn,Pct,Lng,Fum,FumL,Season,Wk
"Mitchell, Freddie",PHI,1,6,3,6,0,1,100,6,0,0,2002,102
"Tomlinson, LaDainian",SD,1,6,2,6,0,0,0,6,0,0,2002,102
"Morris, Maurice",SEA,1,6,1,6,0,0,0,6,1,1,2002,102
"Bettis, Jerome",PIT,1,5,1,5,0,0,0,5,0,0,2002,102
"Stewart, James",DET,3,5,4,1.7,0,0,0,5,0,0,2002,102
"Lockett, Kevin",WSH,1,5,2,5,0,0,0,5,0,0,2002,102
"Allen, James",HOU,1,5,1,5,0,0,0,5,0,0,2002,102
"Ritchie, Jon",OAK,1,5,2,5,0,0,0,5,1,0,2002,102
"Edwards, Robert",MIA,1,5,2,5,0,0,0,5,0,0,2002,102
"Murphy, Yo",STL,1,5,2,5,0,0,0,5,0,0,2002,102
"Campbell, Dan",NYG,2,5,2,2.5,0,0,0,5,0,0,2002,102
"Watson, Kenny",WSH,2,5,5,2.5,0,0,0,6,0,0,2002,102
"Smith, Emmitt",DAL,1,4,2,4,0,0,0,4,0,0,2002,102
"McCrary, Fred",SD,1,4,3,4,0,0,0,4,0,0,2002,102
"Sanders, Frank",ARZ,1,4,3,4,1,1,100,4,0,0,2002,102
"White, Dez",CHI,1,4,6,4,0,0,0,4,0,0,2002,102
"Martin, David",GB,2,4,3,2,0,0,0,5,0,0,2002,102
"McAllister, Deuce",NO,1,4,2,4,0,0,0,4,0,0,2002,102
"Schlesinger, Cory",DET,1,3,1,3,0,0,0,3,0,0,2002,102
"Smith, Antowain",NE,1,3,1,3,0,0,0,3,0,0,2002,102
"Alexander, Stephen",SD,3,3,7,1,0,0,0,7,0,0,2002,102
"Warrick, Peter",CIN,1,3,2,3,0,0,0,3,0,0,2002,102
"Smith, Terrelle",NO,2,2,2,1,0,0,0,3,0,0,2002,102
"Martin, Cecil",PHI,1,1,1,1,0,0,0,1,0,0,2002,102
"Anderson, Mike",DEN,1,1,1,1,1,1,100,1,0,0,2002,102
"Ricard, Alan",BAL,1,1,2,1,0,0,0,1,0,0,2002,102
"Bartrum, Mike",PHI,0,0,1,-,0,0,,0,0,0,2002,102
"Scott, Darnay",DAL,0,0,1,-,0,0,,0,0,0,2002,102
"Schroeder, Bill",DET,0,0,1,-,0,0,,0,0,0,2002,102
"Engram, Bobby",SEA,0,0,2,-,0,0,,0,0,0,2002,102
"Battaglia, Marco",TB,0,0,1,-,0,0,,0,0,0,2002,102
"Doering, Chris",WSH,0,0,2,-,0,0,,0,0,0,2002,102
"Goodwin, Hunter",MIN,0,0,1,-,0,0,,0,0,0,2002,102
"Williams, Moe",MIN,0,0,1,-,0,0,,0,0,0,2002,102
"Lewis, Jermaine",HOU,0,0,2,-,0,0,,0,0,0,2002,102
"Dwight, Tim",SD,0,0,3,-,0,0,,0,0,0,2002,102
"Robinson, Marcus",CHI,0,0,2,-,0,0,,0,0,0,2002,102
"Green, Jacquez",WSH,0,0,1,-,0,0,,0,0,0,2002,102
"Kelly, Reggie",ATL,0,0,1,-,0,0,,0,0,0,2002,102
"Cloud, Michael",KC,0,0,1,-,0,0,,0,0,0,2002,102
"Tuman, Jerame",PIT,0,0,1,-,0,0,,0,0,0,2002,102
"Whalen, James",DAL,0,0,1,-,0,0,,0,0,0,2002,102
"Foster, Larry",DET,0,0,3,-,0,0,,0,0,0,2002,102
"Wiggins, Jermaine",IND,0,0,3,-,0,0,,0,0,0,2002,102
"Coles, Laveranues",NYJ,0,0,3,-,0,0,,0,0,0,2002,102
"Kreider, Dan",PIT,0,0,1,-,0,0,,0,0,0,2002,102
"Yoder, Todd",TB,0,0,1,-,0,0,,0,0,0,2002,102
"Davenport, Joe Dean",IND,0,0,1,-,0,0,,0,0,0,2002,102
"Green, William",CLE,0,0,2,-,0,0,,0,0,0,2002,102
"Sanders, Darnell",CLE,1,0,1,0,0,0,0,0,0,0,2002,102
"Stephens, Leonard",WSH,0,0,1,-,0,0,,0,0,0,2002,102
"Hunter, Javin",BAL,0,0,1,-,0,0,,0,0,0,2002,102
"Johnson, Ron",BAL,0,0,1,-,0,0,,0,0,0,2002,102
"Taylor, Chester",BAL,0,0,1,-,0,0,,0,0,0,2002,102
"Levens, Dorsey",PHI,1,-2,1,-2,0,0,0,-2,0,0,2002,102
"Graham, Daniel",NE,1,-6,1,-6,0,0,0,-6,0,0,2002,102
"Brown, Troy",NE,16,176,21,11,1,9,56.3,38,0,0,2002,103
"Holt, Torry",STL,12,139,15,11.6,0,7,58.3,25,0,0,2002,103
"Freeman, Antonio",PHI,6,118,8,19.7,1,4,66.7,59,0,0,2002,103
"Harrison, Marvin",IND,8,110,9,13.8,0,5,62.5,26,0,0,2002,103
"Patten, David",NE,7,108,10,15.4,1,4,57.1,38,0,0,2002,103
"Toomer, Amani",NYG,4,100,8,25,0,4,100,49,0,0,2002,103
"Davis, Andre'",CLE,5,99,7,19.8,2,5,100,31,0,0,2002,103
"Booker, Marty",CHI,8,97,10,12.1,1,5,62.5,22,0,0,2002,103
"Moulds, Eric",BUF,9,96,17,10.7,1,7,77.8,44,0,0,2002,103
"Smith, Rod",DEN,7,94,9,13.4,1,6,85.7,26,0,0,2002,103
"Driver, Donald",GB,5,94,9,18.8,1,5,100,25,0,0,2002,103
"Conway, Curtis",SD,7,92,11,13.1,0,6,85.7,21,0,0,2002,103
"Johnson, Kevin",CLE,9,90,12,10,0,6,66.7,28,0,0,2002,103
"Price, Peerless",BUF,5,87,7,17.4,0,4,80,42,0,0,2002,103
"Smith, Steve",CAR,5,81,8,16.2,1,3,60,32,0,0,2002,103
"Thrash, James",PHI,6,80,8,13.3,1,3,50,35,1,1,2002,103
"McMichael, Randy",MIA,5,79,8,15.8,1,4,80,36,0,0,2002,103
"Finneran, Brian",ATL,6,77,8,12.8,2,5,83.3,20,0,0,2002,103
"Pathon, Jerome",NO,5,71,8,14.2,1,3,60,24,0,0,2002,103
"Galloway, Joey",DAL,7,70,10,10,0,2,28.6,19,0,0,2002,103
"Jenkins, Martay",ARZ,2,70,6,35,1,2,100,65,0,0,2002,103
"Williams, Moe",MIN,4,66,4,16.5,0,2,50,36,1,0,2002,103
"Chrebet, Wayne",NYJ,5,64,10,12.8,0,4,80,18,0,0,2002,103
"Muhammad, Muhsin",CAR,6,63,7,10.5,0,3,50,25,0,0,2002,103
"Franks, Bubba",GB,9,62,9,6.9,1,3,33.3,19,0,0,2002,103
"Johnson, Keyshawn",TB,4,59,7,14.8,0,3,75,21,0,0,2002,103
"Barber, Tiki",NYG,7,59,10,8.4,0,4,57.1,33,0,0,2002,103
"Boston, David",ARZ,3,57,6,19,0,3,100,24,0,0,2002,103
"Flemister, Zeron",WSH,3,57,4,19,1,3,100,25,0,0,2002,103
"Stewart, James",DET,2,56,3,28,1,1,50,52,0,0,2002,103
"Glenn, Terry",GB,4,55,7,13.8,0,3,75,24,0,0,2002,103
"Hilliard, Ike",NYG,4,54,7,13.5,0,4,100,18,0,0,2002,103
"Jackson, Darrell",SEA,7,54,7,7.7,0,2,28.6,14,0,0,2002,103
"Wayne, Reggie",IND,3,53,4,17.7,1,1,33.3,43,1,1,2002,103
"Jackson, Willie",ATL,4,50,7,12.5,0,2,50,19,0,0,2002,103
"Bates, D'Wayne",MIN,4,50,7,12.5,0,3,75,19,0,0,2002,103
"Pinkston, Todd",PHI,5,48,6,9.6,2,4,80,25,0,0,2002,103
"Shockey, Jeremy",NYG,4,48,9,12,0,3,75,21,0,0,2002,103
"Ferguson, Robert",GB,2,45,4,22.5,1,2,100,37,0,0,2002,103
"Morton, Johnnie",KC,2,44,6,22,0,2,100,30,0,0,2002,103
"Riemersma, Jay",BUF,4,44,4,11,0,2,50,24,0,0,2002,103
"Alexander, Stephen",SD,3,44,4,14.7,0,3,100,19,0,0,2002,103
"Warren, Lamont",DET,3,43,7,14.3,1,1,33.3,39,0,0,2002,103
"Bruce, Isaac",STL,4,43,9,10.8,0,1,25,22,0,0,2002,103
"Stallworth, Donte'",NO,4,43,7,10.8,1,2,50,29,0,0,2002,103
"Horn, Joe",NO,6,42,7,7,1,3,50,11,0,0,2002,103
"McAllister, Deuce",NO,4,42,6,10.5,0,1,25,30,0,0,2002,103
"Kennison, Eddie",KC,4,41,7,10.3,2,2,50,15,0,0,2002,103
"Hakim, Az-Zahir",DET,5,41,12,8.2,0,4,80,12,0,0,2002,103
"White, Dez",CHI,3,41,7,13.7,1,3,100,20,0,0,2002,103
"Morgan, Quincy",CLE,5,40,9,8,0,2,40,17,0,0,2002,103
"Ismail, Qadry",IND,2,39,5,19.5,1,1,50,42,0,0,2002,103
"Engram, Bobby",SEA,3,39,3,13,0,2,66.7,17,0,0,2002,103
"Jones, Freddie",ARZ,5,39,9,7.8,0,1,20,12,0,0,2002,103
"Dilger, Ken",TB,5,38,6,7.6,0,1,20,9,1,0,2002,103
"White, Jamel",CLE,9,38,14,4.2,0,0,0,9,0,0,2002,103
"Walls, Wesley",CAR,4,36,4,9,0,2,50,20,0,0,2002,103
"Houshmandzadeh, T.J.",CIN,3,36,12,12,0,3,100,15,0,0,2002,103
"Lelie, Ashley",DEN,2,36,3,18,0,1,50,20,0,0,2002,103
"McCaffrey, Ed",DEN,3,35,8,11.7,0,2,66.7,24,0,0,2002,103
"George, Eddie",TEN,5,35,7,7,0,2,40,14,0,0,2002,103
"Bryant, Antonio",DAL,4,35,10,8.8,0,3,75,15,0,0,2002,103
"Davis, John",CHI,4,34,6,8.5,0,3,75,14,0,0,2002,103
"Warrick, Peter",CIN,4,34,9,8.5,0,1,25,16,0,0,2002,103
"Sloan, David",NO,2,33,4,16.5,0,1,50,29,0,0,2002,103
"Owens, Terrell",SF,2,33,7,16.5,0,2,100,17,0,0,2002,103
"Henry, Travis",BUF,4,33,5,8.3,0,1,25,16,0,0,2002,103
"Chambers, Chris",MIA,4,33,7,8.3,0,2,50,17,0,0,2002,103
"Bennett, Michael",MIN,3,33,3,11,0,1,33.3,24,1,1,2002,103
"Branch, Deion",NE,6,33,8,5.5,0,2,33.3,11,0,0,2002,103
"Dawson, JaJuan",HOU,3,32,4,10.7,0,1,33.3,12,0,0,2002,103
"Proehl, Ricky",STL,4,31,6,7.8,0,4,100,13,0,0,2002,103
"Smith, Emmitt",DAL,2,31,3,15.5,0,2,100,17,0,0,2002,103
"Mason, Derrick",TEN,3,31,7,10.3,0,2,66.7,16,0,0,2002,103
"Shipp, Marcel",ARZ,1,31,2,31,1,1,100,31,0,0,2002,103
"Davenport, Najeh",GB,4,31,6,7.8,0,2,50,13,0,0,2002,103
"Edwards, Marc",NE,4,29,4,7.3,0,1,25,13,0,0,2002,103
"James, Edgerrin",IND,4,29,4,7.3,0,2,50,9,0,0,2002,103
"Cartwright, Rock",WSH,2,29,2,14.5,0,1,50,18,0,0,2002,103
"Christian, Bob",ATL,3,28,5,9.3,0,1,33.3,16,0,0,2002,103
"McCardell, Keenan",TB,3,28,3,9.3,0,2,66.7,17,1,1,2002,103
"Anderson, Richie",NYJ,4,28,5,7,0,0,0,8,0,0,2002,103
"Pittman, Michael",TB,6,28,9,4.7,0,1,16.7,10,0,0,2002,103
"McGee, Tony",DAL,2,27,2,13.5,0,2,100,19,0,0,2002,103
"Faulk, Marshall",STL,2,27,2,13.5,0,1,50,23,1,0,2002,103
"Streets, Tai",SF,3,27,3,9,0,2,66.7,11,0,0,2002,103
"Thomas, Anthony",CHI,4,27,6,6.8,0,1,25,9,0,0,2002,103
"Davis, Stephen",WSH,4,26,5,6.5,0,1,25,10,0,0,2002,103
"Anderson, Mike",DEN,2,26,4,13,0,1,50,22,0,0,2002,103
"Hearst, Garrison",SF,3,25,6,8.3,0,2,66.7,11,0,0,2002,103
"Pollard, Marcus",IND,2,25,4,12.5,0,1,50,19,0,0,2002,103
"Allen, James",HOU,3,25,3,8.3,0,0,0,11,0,0,2002,103
"Tomlinson, LaDainian",SD,5,25,5,5,0,2,40,9,0,0,2002,103
"Staley, Duce",PHI,3,24,4,8,0,1,33.3,9,0,0,2002,103
"Northcutt, Dennis",CLE,3,24,3,8,1,2,66.7,11,0,0,2002,103
"Mealey, Rondell",GB,3,24,5,8,0,1,33.3,11,0,0,2002,103
"Scott, Darnay",DAL,3,23,3,7.7,0,2,66.7,11,0,0,2002,103
"Gadsden, Oronde",MIA,1,23,5,23,0,1,100,23,0,0,2002,103
"Faulk, Kevin",NE,1,23,1,23,1,1,100,23,0,0,2002,103
"Williams, Ricky",MIA,2,23,3,11.5,0,2,100,13,0,0,2002,103
"Lewis, Chad",PHI,3,21,6,7,0,1,33.3,8,0,0,2002,103
"Thompson, Derrius",WSH,2,21,4,10.5,0,1,50,15,0,0,2002,103
"Becht, Anthony",NYJ,1,21,2,21,0,1,100,21,0,0,2002,103
"Anderson, Scotty",DET,2,21,3,10.5,0,1,50,14,0,0,2002,103
"Martin, Curtis",NYJ,2,20,3,10,0,1,50,13,0,0,2002,103
"Stokes, J.J.",SF,4,20,6,5,0,0,0,9,0,0,2002,103
"Conwell, Ernie",STL,2,20,2,10,0,1,50,14,0,0,2002,103
"Johnson, Chad",CIN,1,20,3,20,0,1,100,20,0,0,2002,103
"Johnson, Eric",SF,3,20,5,6.7,0,1,33.3,7,0,0,2002,103
"Walker, Javon",GB,1,20,2,20,0,0,0,20,1,1,2002,103
"Byrd, Isaac",CAR,1,19,3,19,0,1,100,19,0,0,2002,103
"Betts, Ladell",WSH,2,19,2,9.5,0,0,0,14,0,0,2002,103
"Holmes, Priest",KC,5,18,5,3.6,1,1,20,9,0,0,2002,103
"Dugans, Ron",CIN,4,18,7,4.5,0,0,0,7,0,0,2002,103
"Graham, Daniel",NE,1,18,2,18,1,1,100,18,0,0,2002,103
"Gonzalez, Tony",KC,1,17,2,17,0,1,100,17,0,0,2002,103
"Ward, Dedric",MIA,2,17,3,8.5,0,1,50,12,0,0,2002,103
"Pritchett, Stanley",CHI,2,16,2,8,0,2,100,9,0,0,2002,103
"Dwight, Tim",SD,1,16,4,16,0,1,100,16,0,0,2002,103
"Moss, Randy",MIN,4,16,10,4,0,0,0,6,0,0,2002,103
"Yoder, Todd",TB,1,16,1,16,0,1,100,16,0,0,2002,103
"Gardner, Rod",WSH,1,16,5,16,0,0,0,16,0,0,2002,103
"Dudley, Rickey",TB,2,15,3,7.5,1,1,50,9,0,0,2002,103
"Dillon, Corey",CIN,3,15,4,5,0,0,0,9,0,0,2002,103
"Crumpler, Alge",ATL,1,15,1,15,0,0,0,15,0,0,2002,103
"Swinton, Reggie",DAL,3,15,3,5,0,0,0,9,0,0,2002,103
"Simon, John",TEN,2,15,2,7.5,1,1,50,12,0,0,2002,103
"Gordon, Lamar",STL,2,15,3,7.5,0,0,0,8,0,0,2002,103
"Schlesinger, Cory",DET,2,14,2,7,0,0,0,9,0,0,2002,103
"Black, Avion",HOU,1,14,3,14,0,0,0,14,0,0,2002,103
"Coles, Laveranues",NYJ,2,14,5,7,0,1,50,9,0,0,2002,103
"Wells, Jonathan",HOU,2,14,2,7,0,0,0,9,0,0,2002,103
"Bush, Steve",ARZ,1,13,2,13,0,1,100,13,0,0,2002,103
"Comella, Greg",TEN,2,13,2,6.5,0,0,0,7,0,0,2002,103
"Westbrook, Brian",PHI,1,13,1,13,0,1,100,13,0,0,2002,103
"Alexander, Derrick",MIN,1,12,2,12,0,1,100,12,0,0,2002,103
"Smith, Lamar",CAR,2,12,2,6,0,1,50,7,0,0,2002,103
"Hall, Dante",KC,1,12,1,12,0,1,100,12,0,0,2002,103
"Reed, Josh",BUF,2,12,2,6,1,1,50,8,0,0,2002,103
"Centers, Larry",BUF,3,11,3,3.7,0,0,0,10,0,0,2002,103
"Sanders, Frank",ARZ,2,11,5,5.5,0,0,0,6,0,0,2002,103
"Green, Jacquez",WSH,2,11,5,5.5,0,1,50,9,0,0,2002,103
"Campbell, Mark",CLE,2,11,2,5.5,0,0,0,6,0,0,2002,103
"Murphy, Yo",STL,2,11,2,5.5,0,0,0,8,0,0,2002,103
"Heiden, Steve",CLE,1,11,1,11,0,1,100,11,0,0,2002,103
"Fisher, Tony",GB,1,11,1,11,0,0,0,11,0,0,2002,103
"Stackhouse, Charles",NYG,1,11,1,11,0,1,100,11,0,0,2002,103
"Richardson, Tony",KC,2,10,2,5,0,0,0,5,0,0,2002,103
"Goodwin, Hunter",MIN,2,10,2,5,0,0,0,5,0,0,2002,103
"Alstott, Mike",TB,1,10,2,10,0,0,0,10,0,0,2002,103
"Hayes, Donald",NE,2,10,3,5,0,0,0,8,0,0,2002,103
"Wilkins, Terrence",STL,1,10,1,10,0,1,100,10,0,0,2002,103
"Bailey, Karsten",GB,1,10,3,10,0,1,100,10,0,0,2002,103
"Hoover, Brad",CAR,2,10,3,5,0,0,0,6,0,0,2002,103
"Jordan, LaMont",NYJ,2,10,2,5,0,0,0,11,0,0,2002,103
"Bartrum, Mike",PHI,1,8,1,8,0,0,0,8,0,0,2002,103
"Fauria, Christian",NE,1,8,1,8,0,0,0,8,0,0,2002,103
"Shea, Aaron",CLE,1,8,1,8,0,0,0,8,0,0,2002,103
"Montgomery, Scottie",DEN,1,8,1,8,0,1,100,8,0,0,2002,103
"Wiggins, Jermaine",IND,1,8,1,8,0,0,0,8,1,1,2002,103
"Dayne, Ron",NYG,1,8,1,8,0,0,0,8,0,0,2002,103
"Alexander, Shaun",SEA,2,8,3,4,0,0,0,8,0,0,2002,103
"Davenport, Joe Dean",IND,1,8,1,8,0,0,0,8,0,0,2002,103
"Gaffney, Jabar",HOU,2,8,4,4,0,0,0,6,0,0,2002,103
"Neal, Lorenzo",CIN,2,7,2,3.5,0,1,50,6,0,0,2002,103
"Robinson, Marcus",CHI,2,7,4,3.5,0,0,0,5,0,0,2002,103
"Dyson, Kevin",TEN,1,7,2,7,1,1,100,7,0,0,2002,103
"Ricks, Mikhael",DET,1,7,7,7,0,0,0,7,0,0,2002,103
"Baber, Billy",KC,1,7,1,7,0,0,0,7,0,0,2002,103
"Robinson, Koren",SEA,1,7,5,7,0,1,100,7,0,0,2002,103
"Wycheck, Frank",TEN,2,6,2,3,0,0,0,6,0,0,2002,103
"Bradford, Corey",HOU,1,6,2,6,0,0,0,6,0,0,2002,103
"Konrad, Rob",MIA,1,6,2,6,0,0,0,6,0,0,2002,103
"Bennett, Sean",NYG,1,6,1,6,0,0,0,6,0,0,2002,103
"Lyman, Dustin",CHI,1,6,1,6,0,0,0,6,0,0,2002,103
"Jones, Thomas",ARZ,1,6,3,6,0,0,0,6,0,0,2002,103
"Schobel, Matt",CIN,1,6,1,6,0,0,0,6,0,0,2002,103
"Carswell, Dwayne",DEN,2,5,2,2.5,1,1,50,4,0,0,2002,103
"Strong, Mack",SEA,2,5,3,2.5,0,0,0,3,0,0,2002,103
"Williams, Karl",TB,1,5,1,5,0,0,0,5,0,0,2002,103
"Cleeland, Cam",NE,1,5,1,5,0,1,100,5,0,0,2002,103
"Canidate, Trung",STL,1,5,3,5,0,0,0,5,0,0,2002,103
"Martin, David",GB,1,5,1,5,0,1,100,5,0,0,2002,103
"Green, William",CLE,1,5,1,5,0,0,0,5,1,1,2002,103
"Stevens, Jerramy",SEA,1,5,2,5,0,0,0,5,0,0,2002,103
"Walsh, Chris",MIN,1,4,1,4,1,1,100,4,0,0,2002,103
"Baxter, Fred",CHI,1,4,2,4,0,0,0,4,0,0,2002,103
"Fletcher, Terrell",SD,1,4,2,4,0,0,0,4,0,0,2002,103
"Edwards, Robert",MIA,1,4,2,4,0,1,100,4,0,0,2002,103
"Johnson, Bryan",WSH,2,4,2,2,0,0,0,8,0,0,2002,103
"Terrell, David",CHI,1,4,1,4,0,1,100,4,0,0,2002,103
"Portis, Clinton",DEN,1,4,1,4,0,0,0,4,0,0,2002,103
"Dunn, Warrick",ATL,1,3,3,3,0,0,0,3,0,0,2002,103
"Hape, Patrick",DEN,1,3,1,3,0,0,0,3,0,0,2002,103
"Hall, Lamont",NO,1,2,1,2,0,0,0,2,0,0,2002,103
"Makovicka, Joel",ARZ,1,2,1,2,0,0,0,2,0,0,2002,103
"Kelly, Reggie",ATL,1,1,1,1,0,0,0,1,0,0,2002,103
"Moore, Dave",BUF,0,0,2,-,0,0,,0,0,0,2002,103
"Sharpe, Shannon",DEN,0,0,2,-,0,0,,0,0,0,2002,103
"Jefferson, Shawn",ATL,0,0,1,-,0,0,,0,0,0,2002,103
"Vanover, Tamarick",SD,0,0,1,-,0,0,,0,0,0,2002,103
"Westbrook, Michael",CIN,0,0,3,-,0,0,,0,0,0,2002,103
"Lockett, Kevin",WSH,0,0,1,-,0,0,,0,0,0,2002,103
"Mangum, Kris",CAR,0,0,1,-,0,0,,0,0,0,2002,103
"Thomas, Robert",DAL,0,0,1,-,0,0,,0,0,0,2002,103
"Rutledge, Rod",HOU,0,0,2,-,0,0,,0,0,0,2002,103
"Mili, Itula",SEA,0,0,1,-,0,0,,0,0,0,2002,103
"Cloud, Michael",KC,0,0,1,-,0,0,,0,0,0,2002,103
"Martin, Cecil",PHI,0,0,1,-,0,0,,0,0,0,2002,103
"Whalen, James",DAL,0,0,1,-,0,0,,0,0,0,2002,103
"Wiley, Michael",DAL,0,0,2,-,0,0,,0,0,0,2002,103
"Foster, Larry",DET,0,0,1,-,0,0,,0,0,0,2002,103
"McCareins, Justin",TEN,0,0,1,-,0,0,,0,0,0,2002,103
"Williams, Boo",NO,0,0,1,-,0,0,,0,0,0,2002,103
"Swayne, Kevin",NYJ,0,0,1,-,0,0,,0,0,0,2002,103
"Caldwell, Reche",SD,0,0,2,-,0,0,,0,0,0,2002,103
"Norman, Josh",SD,0,0,1,-,0,0,,0,0,0,2002,103
"Baxter, Jarrod",HOU,0,0,1,-,0,0,,0,0,0,2002,103
"Levens, Dorsey",PHI,1,-3,4,-3,0,0,0,-3,0,0,2002,103
"Dixon, Ron",NYG,1,-4,1,-4,0,0,0,-4,0,0,2002,103
"Rice, Jerry",OAK,7,144,7,20.6,1,6,85.7,75,0,0,2002,104
"Gonzalez, Tony",KC,7,140,9,20,3,6,85.7,42,0,0,2002,104
"Branch, Deion",NE,13,128,15,9.8,0,5,38.5,18,0,0,2002,104
"Moulds, Eric",BUF,8,124,9,15.5,1,6,75,35,0,0,2002,104
"Smith, Steve",CAR,5,116,10,23.2,0,3,60,61,0,0,2002,104
"McCardell, Keenan",TB,4,108,6,27,1,3,75,65,0,0,2002,104
"Holt, Torry",STL,9,106,13,11.8,0,5,55.6,21,0,0,2002,104
"Ward, Hines",PIT,9,104,13,11.6,0,5,55.6,29,0,0,2002,104
"Chambers, Chris",MIA,6,102,12,17,0,6,100,38,0,0,2002,104
"Mason, Derrick",TEN,6,99,10,16.5,0,4,66.7,32,0,0,2002,104
"Hakim, Az-Zahir",DET,3,98,6,32.7,0,3,100,52,0,0,2002,104
"Bradford, Corey",HOU,7,97,9,13.9,2,3,42.9,29,0,0,2002,104
"Driver, Donald",GB,5,97,7,19.4,2,5,100,31,0,0,2002,104
"Coles, Laveranues",NYJ,8,97,12,12.1,0,7,87.5,22,0,0,2002,104
"Patten, David",NE,7,95,11,13.6,0,5,71.4,26,0,0,2002,104
"Taylor, Fred",JAX,3,95,3,31.7,0,2,66.7,72,0,0,2002,104
"Alexander, Shaun",SEA,3,92,5,30.7,1,1,33.3,80,0,0,2002,104
"Brown, Tim",OAK,6,90,11,15,1,4,66.7,41,0,0,2002,104
"McCaffrey, Ed",DEN,8,90,10,11.3,0,5,62.5,13,0,0,2002,104
"Horn, Joe",NO,6,87,13,14.5,0,4,66.7,28,0,0,2002,104
"Burress, Plaxico",PIT,7,84,12,12,1,5,71.4,21,1,0,2002,104
"Heap, Todd",BAL,5,84,8,16.8,2,3,60,33,0,0,2002,104
"Booker, Marty",CHI,4,82,10,20.5,0,3,75,33,0,0,2002,104
"Schroeder, Bill",DET,7,78,8,11.1,1,4,57.1,38,0,0,2002,104
"Williams, Moe",MIN,7,77,7,11,0,3,42.9,20,0,0,2002,104
"Sharpe, Shannon",DEN,9,75,12,8.3,0,4,44.4,13,0,0,2002,104
"Bennett, Drew",TEN,6,75,9,12.5,1,5,83.3,21,0,0,2002,104
"Pinkston, Todd",PHI,6,70,9,11.7,0,3,50,34,0,0,2002,104
"Conway, Curtis",SD,3,69,4,23,1,2,66.7,52,0,0,2002,104
"Gadsden, Oronde",MIA,4,69,5,17.3,0,4,100,21,0,0,2002,104
"Faulk, Marshall",STL,8,67,11,8.4,0,4,50,17,0,0,2002,104
"McAllister, Deuce",NO,8,67,10,8.4,0,3,37.5,17,0,0,2002,104
"Holmes, Priest",KC,6,63,8,10.5,0,4,66.7,24,0,0,2002,104
"Smith, Rod",DEN,5,61,9,12.2,0,3,60,24,0,0,2002,104
"Garner, Charlie",OAK,6,60,6,10,1,4,66.7,17,0,0,2002,104
"Williams, Ricky",MIA,7,60,8,8.6,0,2,28.6,29,0,0,2002,104
"Ferguson, Robert",GB,5,58,10,11.6,0,2,40,20,0,0,2002,104
"Kennison, Eddie",KC,2,57,3,28.5,0,1,50,46,0,0,2002,104
"Dawkins, Brian",PHI,1,57,1,57,1,1,100,57,0,0,2002,104
"McCareins, Justin",TEN,2,57,3,28.5,1,1,50,49,0,0,2002,104
"Johnson, Keyshawn",TB,5,56,9,11.2,0,3,60,15,0,0,2002,104
"Hilliard, Ike",NYG,4,56,6,14,0,3,75,22,0,0,2002,104
"Shockey, Jeremy",NYG,4,56,7,14,0,4,100,23,0,0,2002,104
"Pathon, Jerome",NO,6,55,8,9.2,1,4,66.7,16,0,0,2002,104
"Bruce, Isaac",STL,3,52,7,17.3,1,3,100,21,0,0,2002,104
"Dyson, Kevin",TEN,7,51,8,7.3,0,3,42.9,14,0,0,2002,104
"Warrick, Peter",CIN,4,51,6,12.8,0,3,75,24,0,0,2002,104
"Randle El, Antwaan",PIT,5,51,6,10.2,0,3,60,20,0,0,2002,104
"Moss, Randy",MIN,6,50,15,8.3,0,3,50,16,0,0,2002,104
"Simon, John",TEN,4,50,4,12.5,0,2,50,21,0,0,2002,104
"Gaffney, Jabar",HOU,5,49,7,9.8,0,2,40,17,0,0,2002,104
"Barber, Tiki",NYG,6,48,8,8,0,1,16.7,12,1,1,2002,104
"Jackson, Darrell",SEA,3,47,8,15.7,0,2,66.7,26,0,0,2002,104
"Bryant, Antonio",DAL,3,47,5,15.7,0,2,66.7,34,0,0,2002,104
"Riemersma, Jay",BUF,4,46,5,11.5,0,2,50,29,0,0,2002,104
"Thrash, James",PHI,2,45,7,22.5,1,1,50,38,0,0,2002,104
"Bennett, Michael",MIN,4,44,5,11,0,3,75,20,0,0,2002,104
"Chrebet, Wayne",NYJ,2,42,5,21,0,2,100,24,0,0,2002,104
"Jordan, LaMont",NYJ,3,42,4,14,0,1,33.3,27,0,0,2002,104
"Henry, Travis",BUF,3,41,3,13.7,1,2,66.7,26,0,0,2002,104
"Reed, Jake",NO,2,40,4,20,0,2,100,24,0,0,2002,104
"Centers, Larry",BUF,4,39,4,9.8,0,3,75,17,0,0,2002,104
"Morton, Johnnie",KC,4,39,6,9.8,1,4,100,13,0,0,2002,104
"Fauria, Christian",NE,4,39,5,9.8,1,3,75,24,0,0,2002,104
"Staley, Duce",PHI,3,39,3,13,0,2,66.7,15,0,0,2002,104
"Shipp, Marcel",ARZ,5,39,5,7.8,1,2,40,12,0,0,2002,104
"Moore, Dave",BUF,3,38,3,12.7,1,3,100,19,0,0,2002,104
"Engram, Bobby",SEA,1,38,3,38,0,1,100,38,0,0,2002,104
"Northcutt, Dennis",CLE,4,38,5,9.5,0,3,75,15,0,0,2002,104
"Whalen, James",DAL,5,38,6,7.6,0,3,60,10,0,0,2002,104
"Foster, Larry",DET,3,37,5,12.3,0,3,100,15,0,0,2002,104
